#    L    TT             EE             TE             PP             TP          
   176    0.17967E-01    0.36738E-04    0.19737E-02    0.15598E+07    0.90325E+03
   177   -0.23544E-01    0.70562E-04    0.26861E-02    0.15501E+07    0.89246E+03
   178   -0.10336E+00    0.28936E-03    0.37823E-02    0.15405E+07    0.88184E+03
   179   -0.21286E+00    0.36102E-03    0.54213E-02    0.15311E+07    0.87138E+03
   180   -0.19483E+00    0.47345E-03    0.62767E-02    0.15217E+07    0.86109E+03
   181   -0.26349E+00    0.59167E-03    0.65077E-02    0.15123E+07    0.85095E+03
   182   -0.33592E+00    0.75500E-03    0.77592E-02    0.15031E+07    0.84097E+03
   183   -0.47777E+00    0.85420E-03    0.87047E-02    0.14940E+07    0.83115E+03
   184   -0.53183E+00    0.92858E-03    0.10246E-01    0.14849E+07    0.82147E+03
   185   -0.56377E+00    0.10917E-02    0.10315E-01    0.14759E+07    0.81194E+03
   186   -0.93635E+00    0.11676E-02    0.12040E-01    0.14670E+07    0.80256E+03
   187   -0.97239E+00    0.12623E-02    0.14096E-01    0.14582E+07    0.79332E+03
   188   -0.10347E+01    0.13260E-02    0.15157E-01    0.14494E+07    0.78421E+03
   189   -0.11889E+01    0.13610E-02    0.16867E-01    0.14407E+07    0.77524E+03
   190   -0.98060E+00    0.13842E-02    0.17157E-01    0.14321E+07    0.76641E+03
   191   -0.11441E+01    0.13829E-02    0.19157E-01    0.14236E+07    0.75770E+03
   192   -0.11507E+01    0.13446E-02    0.20798E-01    0.14151E+07    0.74912E+03
   193   -0.12147E+01    0.12787E-02    0.20754E-01    0.14067E+07    0.74067E+03
   194   -0.11046E+01    0.11801E-02    0.21412E-01    0.13983E+07    0.73233E+03
   195   -0.10345E+01    0.10509E-02    0.20704E-01    0.13901E+07    0.72412E+03
   196   -0.99593E+00    0.89326E-03    0.19530E-01    0.13818E+07    0.71602E+03
   197   -0.83157E+00    0.71685E-03    0.16565E-01    0.13737E+07    0.70803E+03
   198   -0.60711E+00    0.50895E-03    0.12711E-01    0.13656E+07    0.70015E+03
   199   -0.31391E+00    0.27175E-03    0.73839E-02    0.13576E+07    0.69237E+03
   200    0.56662E-01    0.00000E+00    0.11971E-11    0.13496E+07    0.68470E+03
   201    0.43738E+00   -0.28135E-03   -0.84539E-02    0.13417E+07    0.67713E+03
   202    0.90325E+00   -0.59737E-03   -0.18882E-01    0.13338E+07    0.66966E+03
   203    0.13791E+01   -0.92061E-03   -0.29875E-01    0.13260E+07    0.66228E+03
   204    0.17899E+01   -0.12608E-02   -0.43737E-01    0.13183E+07    0.65500E+03
   205    0.22833E+01   -0.16054E-02   -0.57575E-01    0.13106E+07    0.64782E+03
   206    0.27098E+01   -0.19491E-02   -0.71984E-01    0.13029E+07    0.64073E+03
   207    0.32173E+01   -0.23019E-02   -0.86745E-01    0.12953E+07    0.63374E+03
   208    0.35819E+01   -0.26435E-02   -0.10171E+00    0.12878E+07    0.62684E+03
   209    0.39514E+01   -0.29838E-02   -0.11658E+00    0.12803E+07    0.62003E+03
   210    0.43250E+01   -0.33028E-02   -0.13159E+00    0.12729E+07    0.61331E+03
   211    0.47018E+01   -0.36027E-02   -0.14613E+00    0.12655E+07    0.60668E+03
   212    0.49324E+01   -0.38858E-02   -0.16047E+00    0.12582E+07    0.60013E+03
   213    0.52387E+01   -0.41395E-02   -0.17389E+00    0.12509E+07    0.59368E+03
   214    0.54714E+01   -0.44033E-02   -0.18694E+00    0.12436E+07    0.58731E+03
   215    0.57039E+01   -0.45160E-02   -0.19969E+00    0.12364E+07    0.58102E+03
   216    0.58610E+01   -0.46954E-02   -0.21095E+00    0.12293E+07    0.57482E+03
   217    0.60906E+01   -0.48174E-02   -0.22206E+00    0.12222E+07    0.56870E+03
   218    0.62430E+01   -0.49140E-02   -0.23214E+00    0.12151E+07    0.56266E+03
   219    0.63918E+01   -0.50172E-02   -0.23956E+00    0.12081E+07    0.55670E+03
   220    0.65362E+01   -0.50105E-02   -0.24809E+00    0.12011E+07    0.55082E+03
   221    0.66752E+01   -0.50002E-02   -0.25486E+00    0.11942E+07    0.54502E+03
   222    0.68081E+01   -0.48696E-02   -0.26067E+00    0.11873E+07    0.53929E+03
   223    0.67854E+01   -0.47250E-02   -0.26412E+00    0.11805E+07    0.53364E+03
   224    0.69033E+01   -0.45985E-02   -0.26826E+00    0.11737E+07    0.52807E+03
   225    0.69382E+01   -0.43735E-02   -0.26945E+00    0.11669E+07    0.52257E+03
   226    0.69635E+01   -0.40820E-02   -0.27073E+00    0.11602E+07    0.51714E+03
   227    0.69041E+01   -0.37559E-02   -0.26996E+00    0.11535E+07    0.51178E+03
   228    0.69077E+01   -0.34273E-02   -0.26795E+00    0.11469E+07    0.50650E+03
   229    0.68992E+01   -0.30538E-02   -0.26553E+00    0.11403E+07    0.50128E+03
   230    0.68034E+01   -0.26675E-02   -0.26128E+00    0.11337E+07    0.49613E+03
   231    0.66194E+01   -0.22262E-02   -0.25528E+00    0.11272E+07    0.49104E+03
   232    0.64950E+01   -0.18360E-02   -0.24836E+00    0.11207E+07    0.48603E+03
   233    0.63550E+01   -0.13061E-02   -0.24132E+00    0.11142E+07    0.48107E+03
   234    0.60501E+01   -0.81706E-03   -0.23276E+00    0.11078E+07    0.47618E+03
   235    0.58022E+01   -0.32665E-03   -0.22351E+00    0.11014E+07    0.47136E+03
   236    0.54619E+01    0.13318E-03   -0.21288E+00    0.10951E+07    0.46659E+03
   237    0.51026E+01    0.60470E-03   -0.20172E+00    0.10887E+07    0.46189E+03
