#    L    TT             EE             TE             PP             TP          
   202    0.89942E+00   -0.59737E-03   -0.18882E-01    0.12406E+07    0.62294E+03
   203    0.13754E+01   -0.92061E-03   -0.29875E-01    0.12334E+07    0.61606E+03
   204    0.17862E+01   -0.12608E-02   -0.43737E-01    0.12261E+07    0.60927E+03
   205    0.22796E+01   -0.16054E-02   -0.57575E-01    0.12190E+07    0.60258E+03
   206    0.27062E+01   -0.19491E-02   -0.71984E-01    0.12118E+07    0.59596E+03
   207    0.32137E+01   -0.23019E-02   -0.86745E-01    0.12048E+07    0.58944E+03
   208    0.35784E+01   -0.26435E-02   -0.10171E+00    0.11977E+07    0.58300E+03
   209    0.39480E+01   -0.29838E-02   -0.11658E+00    0.11907E+07    0.57665E+03
   210    0.43216E+01   -0.33028E-02   -0.13159E+00    0.11838E+07    0.57038E+03
   211    0.46985E+01   -0.36027E-02   -0.14613E+00    0.11769E+07    0.56419E+03
   212    0.49291E+01   -0.38858E-02   -0.16047E+00    0.11701E+07    0.55809E+03
   213    0.52355E+01   -0.41395E-02   -0.17389E+00    0.11633E+07    0.55207E+03
   214    0.54682E+01   -0.44033E-02   -0.18694E+00    0.11565E+07    0.54612E+03
   215    0.57008E+01   -0.45160E-02   -0.19969E+00    0.11498E+07    0.54026E+03
   216    0.58580E+01   -0.46954E-02   -0.21095E+00    0.11432E+07    0.53447E+03
   217    0.60875E+01   -0.48174E-02   -0.22206E+00    0.11366E+07    0.52876E+03
   218    0.62400E+01   -0.49140E-02   -0.23214E+00    0.11300E+07    0.52313E+03
   219    0.63889E+01   -0.50172E-02   -0.23956E+00    0.11234E+07    0.51757E+03
   220    0.65333E+01   -0.50105E-02   -0.24809E+00    0.11170E+07    0.51208E+03
   221    0.66724E+01   -0.50002E-02   -0.25486E+00    0.11105E+07    0.50667E+03
   222    0.68053E+01   -0.48696E-02   -0.26067E+00    0.11041E+07    0.50133E+03
   223    0.67826E+01   -0.47250E-02   -0.26412E+00    0.10977E+07    0.49606E+03
   224    0.69005E+01   -0.45985E-02   -0.26826E+00    0.10914E+07    0.49086E+03
   225    0.69355E+01   -0.43735E-02   -0.26945E+00    0.10851E+07    0.48572E+03
   226    0.69609E+01   -0.40820E-02   -0.27073E+00    0.10788E+07    0.48066E+03
   227    0.69015E+01   -0.37559E-02   -0.26996E+00    0.10726E+07    0.47566E+03
   228    0.69051E+01   -0.34273E-02   -0.26795E+00    0.10664E+07    0.47072E+03
   229    0.68966E+01   -0.30538E-02   -0.26553E+00    0.10602E+07    0.46585E+03
   230    0.68008E+01   -0.26675E-02   -0.26128E+00    0.10541E+07    0.46105E+03
   231    0.66169E+01   -0.22262E-02   -0.25528E+00    0.10480E+07    0.45630E+03
   232    0.64925E+01   -0.18360E-02   -0.24836E+00    0.10419E+07    0.45162E+03
   233    0.63526E+01   -0.13061E-02   -0.24132E+00    0.10359E+07    0.44700E+03
   234    0.60477E+01   -0.81706E-03   -0.23276E+00    0.10299E+07    0.44243E+03
   235    0.57998E+01   -0.32665E-03   -0.22351E+00    0.10239E+07    0.43792E+03
   236    0.54596E+01    0.13318E-03   -0.21288E+00    0.10180E+07    0.43348E+03
   237    0.51003E+01    0.60470E-03   -0.20172E+00    0.10121E+07    0.42908E+03
   238    0.47213E+01    0.11302E-02   -0.18933E+00    0.10062E+07    0.42474E+03
   239    0.43958E+01    0.15291E-02   -0.17582E+00    0.10003E+07    0.42046E+03
   240    0.39003E+01    0.18438E-02   -0.16272E+00    0.99451E+06    0.41622E+03
   241    0.35309E+01    0.21907E-02   -0.14865E+00    0.98871E+06    0.41204E+03
   242    0.31383E+01    0.23893E-02   -0.13367E+00    0.98294E+06    0.40791E+03
   243    0.27217E+01    0.25562E-02   -0.11859E+00    0.97719E+06    0.40383E+03
   244    0.22801E+01    0.25851E-02   -0.10203E+00    0.97146E+06    0.39980E+03
   245    0.18127E+01    0.25182E-02   -0.86270E-01    0.96576E+06    0.39582E+03
   246    0.13929E+01    0.23237E-02   -0.69168E-01    0.96008E+06    0.39188E+03
   247    0.10200E+01    0.18952E-02   -0.52285E-01    0.95442E+06    0.38799E+03
   248    0.61867E+00    0.15721E-02   -0.34955E-01    0.94878E+06    0.38414E+03
   249    0.33673E+00    0.80248E-03   -0.17253E-01    0.94317E+06    0.38033E+03
   250    0.24747E-01    0.00000E+00    0.96009E-13    0.93757E+06    0.37657E+03
   251   -0.17108E+00   -0.11553E-02    0.18203E-01    0.93200E+06    0.37285E+03
   252   -0.48200E+00   -0.24267E-02    0.36481E-01    0.92644E+06    0.36917E+03
   253   -0.54649E+00   -0.40141E-02    0.53948E-01    0.92091E+06    0.36553E+03
   254   -0.67159E+00   -0.55973E-02    0.71205E-01    0.91540E+06    0.36193E+03
   255   -0.79291E+00   -0.74504E-02    0.88851E-01    0.90991E+06    0.35837E+03
   256   -0.84607E+00   -0.91791E-02    0.10749E+00    0.90445E+06    0.35485E+03
   257   -0.84098E+00   -0.11206E-01    0.11954E+00    0.89901E+06    0.35137E+03
