#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.155647E+00   0.154389E+07   0.153604E+07  -0.137759E+01  -0.137822E+01   0.000000E+00   0.154269E+07   0.154269E+07   0.154269E+07  -0.384683E-01   0.828394E+06   0.828342E+06   0.111168E+00
   0.158381E+00   0.150162E+07   0.149361E+07  -0.129397E+01  -0.129457E+01   0.000000E+00   0.150039E+07   0.150039E+07   0.150039E+07  -0.374135E-01   0.805681E+06   0.805627E+06   0.113177E+00
   0.161114E+00   0.146196E+07   0.145387E+07  -0.121737E+01  -0.121794E+01   0.000000E+00   0.146072E+07   0.146072E+07   0.146072E+07  -0.364243E-01   0.784378E+06   0.784323E+06   0.113399E+00
   0.163848E+00   0.142521E+07   0.141712E+07  -0.114748E+01  -0.114801E+01   0.000000E+00   0.142396E+07   0.142396E+07   0.142396E+07  -0.355078E-01   0.764643E+06   0.764588E+06   0.111778E+00
   0.166582E+00   0.139152E+07   0.138353E+07  -0.108388E+01  -0.108438E+01   0.000000E+00   0.139030E+07   0.139030E+07   0.139030E+07  -0.346683E-01   0.746564E+06   0.746510E+06   0.108404E+00
   0.169316E+00   0.136092E+07   0.135311E+07  -0.102609E+01  -0.102656E+01   0.000000E+00   0.135972E+07   0.135972E+07   0.135972E+07  -0.339059E-01   0.730146E+06   0.730093E+06   0.103488E+00
   0.172049E+00   0.133324E+07   0.132569E+07  -0.973535E+00  -0.973984E+00   0.000000E+00   0.133208E+07   0.133208E+07   0.133208E+07  -0.332167E-01   0.715304E+06   0.715254E+06   0.973323E-01
   0.174783E+00   0.130819E+07   0.130095E+07  -0.925605E+00  -0.926032E+00   0.000000E+00   0.130707E+07   0.130707E+07   0.130707E+07  -0.325930E-01   0.701874E+06   0.701827E+06   0.903019E-01
   0.177517E+00   0.128534E+07   0.127847E+07  -0.881666E+00  -0.882073E+00   0.000000E+00   0.128429E+07   0.128429E+07   0.128429E+07  -0.320248E-01   0.689637E+06   0.689593E+06   0.827892E-01
   0.180251E+00   0.126425E+07   0.125776E+07  -0.841114E+00  -0.841502E+00   0.000000E+00   0.126325E+07   0.126325E+07   0.126325E+07  -0.315003E-01   0.678341E+06   0.678301E+06   0.751841E-01
   0.182984E+00   0.124443E+07   0.123834E+07  -0.803400E+00  -0.803770E+00   0.000000E+00   0.124349E+07   0.124349E+07   0.124349E+07  -0.310076E-01   0.667732E+06   0.667695E+06   0.678473E-01
   0.185718E+00   0.122544E+07   0.121972E+07  -0.768043E+00  -0.768397E+00   0.000000E+00   0.122456E+07   0.122456E+07   0.122456E+07  -0.305356E-01   0.657566E+06   0.657532E+06   0.610882E-01
   0.188452E+00   0.120687E+07   0.120150E+07  -0.734639E+00  -0.734978E+00   0.000000E+00   0.120605E+07   0.120605E+07   0.120605E+07  -0.300739E-01   0.647624E+06   0.647593E+06   0.551506E-01
   0.191186E+00   0.118838E+07   0.118330E+07  -0.702855E+00  -0.703179E+00   0.000000E+00   0.118760E+07   0.118760E+07   0.118760E+07  -0.296137E-01   0.637715E+06   0.637686E+06   0.502027E-01
   0.193919E+00   0.116966E+07   0.116483E+07  -0.672431E+00  -0.672741E+00   0.000000E+00   0.116892E+07   0.116892E+07   0.116892E+07  -0.291480E-01   0.627684E+06   0.627657E+06   0.463346E-01
   0.196653E+00   0.115052E+07   0.114588E+07  -0.643173E+00  -0.643469E+00   0.000000E+00   0.114981E+07   0.114981E+07   0.114981E+07  -0.286714E-01   0.617422E+06   0.617396E+06   0.435604E-01
   0.199387E+00   0.113083E+07   0.112632E+07  -0.614956E+00  -0.615240E+00   0.000000E+00   0.113014E+07   0.113014E+07   0.113014E+07  -0.281811E-01   0.606862E+06   0.606837E+06   0.418251E-01
   0.202121E+00   0.111058E+07   0.110614E+07  -0.587717E+00  -0.587987E+00   0.000000E+00   0.110990E+07   0.110990E+07   0.110990E+07  -0.276764E-01   0.595994E+06   0.595969E+06   0.410156E-01
   0.204855E+00   0.108983E+07   0.108540E+07  -0.561438E+00  -0.561697E+00   0.000000E+00   0.108915E+07   0.108915E+07   0.108915E+07  -0.271588E-01   0.584849E+06   0.584824E+06   0.409736E-01
   0.207588E+00   0.106870E+07   0.106425E+07  -0.536141E+00  -0.536388E+00   0.000000E+00   0.106801E+07   0.106801E+07   0.106801E+07  -0.266318E-01   0.573501E+06   0.573475E+06   0.415116E-01
   0.210322E+00   0.104738E+07   0.104288E+07  -0.511866E+00  -0.512102E+00   0.000000E+00   0.104669E+07   0.104669E+07   0.104669E+07  -0.261000E-01   0.562049E+06   0.562022E+06   0.424278E-01
   0.213056E+00   0.102608E+07   0.102151E+07  -0.488662E+00  -0.488887E+00   0.000000E+00   0.102538E+07   0.102538E+07   0.102538E+07  -0.255686E-01   0.550606E+06   0.550578E+06   0.435215E-01
   0.215790E+00   0.100502E+07   0.100037E+07  -0.466572E+00  -0.466787E+00   0.000000E+00   0.100430E+07   0.100430E+07   0.100430E+07  -0.250432E-01   0.539291E+06   0.539262E+06   0.446059E-01
   0.218523E+00   0.984414E+06   0.979695E+06  -0.445634E+00  -0.445840E+00   0.000000E+00   0.983689E+06   0.983689E+06   0.983689E+06  -0.245291E-01   0.528222E+06   0.528192E+06   0.455191E-01
   0.227263E+00   0.923826E+06   0.919009E+06  -0.386639E+00  -0.386817E+00   0.000000E+00   0.923086E+06   0.923086E+06   0.923086E+06  -0.230180E-01   0.495680E+06   0.495648E+06   0.460262E-01
   0.236352E+00   0.872451E+06   0.867854E+06  -0.337591E+00  -0.337746E+00   0.000000E+00   0.871745E+06   0.871745E+06   0.871745E+06  -0.217377E-01   0.468110E+06   0.468081E+06   0.418748E-01
   0.245805E+00   0.830375E+06   0.826269E+06  -0.297083E+00  -0.297220E+00   0.000000E+00   0.829744E+06   0.829744E+06   0.829744E+06  -0.206904E-01   0.445556E+06   0.445531E+06   0.345531E-01
   0.255636E+00   0.792536E+06   0.788958E+06  -0.262171E+00  -0.262292E+00   0.000000E+00   0.791987E+06   0.791987E+06   0.791987E+06  -0.197489E-01   0.425281E+06   0.425260E+06   0.276227E-01
   0.265860E+00   0.753388E+06   0.750130E+06  -0.230426E+00  -0.230533E+00   0.000000E+00   0.752888E+06   0.752888E+06   0.752888E+06  -0.187739E-01   0.404285E+06   0.404266E+06   0.238742E-01
   0.276493E+00   0.710611E+06   0.707414E+06  -0.200944E+00  -0.201036E+00   0.000000E+00   0.710120E+06   0.710120E+06   0.710120E+06  -0.177075E-01   0.381320E+06   0.381301E+06   0.232991E-01
   0.287552E+00   0.667189E+06   0.663958E+06  -0.174426E+00  -0.174506E+00   0.000000E+00   0.666693E+06   0.666693E+06   0.666693E+06  -0.166246E-01   0.358001E+06   0.357981E+06   0.235079E-01
   0.299052E+00   0.627924E+06   0.624780E+06  -0.151774E+00  -0.151844E+00   0.000000E+00   0.627441E+06   0.627441E+06   0.627441E+06  -0.156458E-01   0.336923E+06   0.336904E+06   0.221683E-01
   0.311013E+00   0.594615E+06   0.591730E+06  -0.132884E+00  -0.132945E+00   0.000000E+00   0.594172E+06   0.594172E+06   0.594172E+06  -0.148162E-01   0.319058E+06   0.319041E+06   0.191185E-01
   0.323452E+00   0.564576E+06   0.561983E+06  -0.116657E+00  -0.116711E+00   0.000000E+00   0.564178E+06   0.564178E+06   0.564178E+06  -0.140683E-01   0.302952E+06   0.302937E+06   0.160786E-01
   0.336388E+00   0.534041E+06   0.531616E+06  -0.102024E+00  -0.102071E+00   0.000000E+00   0.533668E+06   0.533668E+06   0.533668E+06  -0.133075E-01   0.286569E+06   0.286555E+06   0.144675E-01
   0.349842E+00   0.502467E+06   0.500099E+06  -0.887492E-01  -0.887901E-01   0.000000E+00   0.502103E+06   0.502103E+06   0.502103E+06  -0.125204E-01   0.269620E+06   0.269605E+06   0.139029E-01
   0.363834E+00   0.472707E+06   0.470416E+06  -0.771932E-01  -0.772288E-01   0.000000E+00   0.472355E+06   0.472355E+06   0.472355E+06  -0.117786E-01   0.253645E+06   0.253631E+06   0.130639E-01
   0.378385E+00   0.446413E+06   0.444284E+06  -0.674009E-01  -0.674319E-01   0.000000E+00   0.446086E+06   0.446086E+06   0.446086E+06  -0.111235E-01   0.239539E+06   0.239526E+06   0.115335E-01
   0.393518E+00   0.422196E+06   0.420237E+06  -0.589370E-01  -0.589642E-01   0.000000E+00   0.421896E+06   0.421896E+06   0.421896E+06  -0.105203E-01   0.226549E+06   0.226538E+06   0.100726E-01
   0.409257E+00   0.398053E+06   0.396198E+06  -0.513749E-01  -0.513986E-01   0.000000E+00   0.397768E+06   0.397768E+06   0.397768E+06  -0.991870E-02   0.213594E+06   0.213582E+06   0.922809E-02
   0.425625E+00   0.374460E+06   0.372678E+06  -0.446836E-01  -0.447042E-01   0.000000E+00   0.374186E+06   0.374186E+06   0.374186E+06  -0.933066E-02   0.200931E+06   0.200920E+06   0.860346E-02
   0.442648E+00   0.352859E+06   0.351183E+06  -0.389297E-01  -0.389477E-01   0.000000E+00   0.352601E+06   0.352601E+06   0.352601E+06  -0.879242E-02   0.189340E+06   0.189330E+06   0.775208E-02
   0.460352E+00   0.332904E+06   0.331345E+06  -0.339579E-01  -0.339736E-01   0.000000E+00   0.332665E+06   0.332665E+06   0.332665E+06  -0.829529E-02   0.178634E+06   0.178625E+06   0.688592E-02
   0.478763E+00   0.313536E+06   0.312063E+06  -0.295696E-01  -0.295833E-01   0.000000E+00   0.313310E+06   0.313310E+06   0.313310E+06  -0.781265E-02   0.168241E+06   0.168232E+06   0.627255E-02
   0.497911E+00   0.295002E+06   0.293606E+06  -0.257229E-01  -0.257347E-01   0.000000E+00   0.294788E+06   0.294788E+06   0.294788E+06  -0.735079E-02   0.158295E+06   0.158287E+06   0.574200E-02
   0.517825E+00   0.277829E+06   0.276519E+06  -0.223981E-01  -0.224084E-01   0.000000E+00   0.277628E+06   0.277628E+06   0.277628E+06  -0.692289E-02   0.149080E+06   0.149072E+06   0.515945E-02
   0.538536E+00   0.261608E+06   0.260379E+06  -0.194995E-01  -0.195085E-01   0.000000E+00   0.261419E+06   0.261419E+06   0.261419E+06  -0.651872E-02   0.140377E+06   0.140369E+06   0.465120E-02
   0.560074E+00   0.246089E+06   0.244929E+06  -0.169590E-01  -0.169669E-01   0.000000E+00   0.245911E+06   0.245911E+06   0.245911E+06  -0.613201E-02   0.132049E+06   0.132042E+06   0.423347E-02
   0.582474E+00   0.231530E+06   0.230439E+06  -0.147521E-01  -0.147589E-01   0.000000E+00   0.231362E+06   0.231362E+06   0.231362E+06  -0.576922E-02   0.124237E+06   0.124230E+06   0.382325E-02
   0.605770E+00   0.217820E+06   0.216795E+06  -0.128316E-01  -0.128375E-01   0.000000E+00   0.217662E+06   0.217662E+06   0.217662E+06  -0.542760E-02   0.116880E+06   0.116874E+06   0.344982E-02
   0.629998E+00   0.204807E+06   0.203842E+06  -0.111549E-01  -0.111601E-01   0.000000E+00   0.204659E+06   0.204659E+06   0.204659E+06  -0.510335E-02   0.109898E+06   0.109892E+06   0.312660E-02
   0.655194E+00   0.192567E+06   0.191661E+06  -0.969710E-02  -0.970157E-02   0.000000E+00   0.192428E+06   0.192428E+06   0.192428E+06  -0.479836E-02   0.103330E+06   0.103324E+06   0.282353E-02
   0.818239E+00   0.135266E+06   0.134629E+06  -0.436744E-02  -0.436946E-02   0.000000E+00   0.135168E+06   0.135168E+06   0.135168E+06  -0.337053E-02   0.725824E+05   0.725785E+05   0.158755E-02
   0.102186E+01   0.944422E+05   0.939978E+05  -0.195518E-02  -0.195608E-02   0.000000E+00   0.943740E+05   0.943740E+05   0.943740E+05  -0.235330E-02   0.506769E+05   0.506742E+05   0.887781E-03
   0.127614E+01   0.655820E+05   0.652735E+05  -0.870533E-03  -0.870934E-03   0.000000E+00   0.655346E+05   0.655346E+05   0.655346E+05  -0.163416E-02   0.351908E+05   0.351889E+05   0.494120E-03
   0.159371E+01   0.453183E+05   0.451052E+05  -0.385705E-03  -0.385882E-03   0.000000E+00   0.452856E+05   0.452856E+05   0.452856E+05  -0.112924E-02   0.243175E+05   0.243162E+05   0.273948E-03
   0.199030E+01   0.311777E+05   0.310311E+05  -0.170140E-03  -0.170218E-03   0.000000E+00   0.311552E+05   0.311552E+05   0.311552E+05  -0.776883E-03   0.167297E+05   0.167288E+05   0.151434E-03
   0.248559E+01   0.213637E+05   0.212632E+05  -0.747510E-04  -0.747855E-04   0.000000E+00   0.213482E+05   0.213482E+05   0.213482E+05  -0.532337E-03   0.114636E+05   0.114630E+05   0.835607E-04
   0.310413E+01   0.145857E+05   0.145171E+05  -0.327228E-04  -0.327379E-04   0.000000E+00   0.145752E+05   0.145752E+05   0.145752E+05  -0.363445E-03   0.782659E+04   0.782616E+04   0.460955E-04
   0.387658E+01   0.992533E+04   0.987862E+04  -0.142773E-04  -0.142839E-04   0.000000E+00   0.991815E+04   0.991815E+04   0.991815E+04  -0.247318E-03   0.532585E+04   0.532556E+04   0.254736E-04
   0.484127E+01   0.673364E+04   0.670193E+04  -0.621059E-05  -0.621345E-05   0.000000E+00   0.672877E+04   0.672877E+04   0.672877E+04  -0.167788E-03   0.361322E+04   0.361301E+04   0.141432E-04
   0.604601E+01   0.455572E+04   0.453424E+04  -0.269414E-05  -0.269538E-05   0.000000E+00   0.455242E+04   0.455242E+04   0.455242E+04  -0.113519E-03   0.244456E+04   0.244441E+04   0.792071E-05
   0.755056E+01   0.307442E+04   0.305990E+04  -0.116576E-05  -0.116629E-05   0.000000E+00   0.307219E+04   0.307219E+04   0.307219E+04  -0.766077E-04   0.164970E+04   0.164960E+04   0.449874E-05
   0.942950E+01   0.206994E+04   0.206013E+04  -0.503250E-06  -0.503482E-06   0.000000E+00   0.206843E+04   0.206843E+04   0.206843E+04  -0.515782E-04   0.111071E+04   0.111063E+04   0.260940E-05
   0.117760E+02   0.139065E+04   0.138403E+04  -0.216784E-06  -0.216884E-06   0.000000E+00   0.138964E+04   0.138964E+04   0.138964E+04  -0.346518E-04   0.746208E+03   0.746153E+03   0.155829E-05
