#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.710236E-02   0.173174E+08   0.173118E+08  -0.100455E+05  -0.100487E+05   0.000000E+00   0.173164E+08   0.173164E+08   0.173164E+08  -0.390424E+00   0.878506E+07   0.878500E+07   0.238266E+01
   0.734310E-02   0.171953E+08   0.171894E+08  -0.933135E+04  -0.933434E+04   0.000000E+00   0.171943E+08   0.171943E+08   0.171943E+08  -0.387671E+00   0.872311E+07   0.872305E+07   0.244017E+01
   0.759199E-02   0.170698E+08   0.170636E+08  -0.866580E+04  -0.866858E+04   0.000000E+00   0.170688E+08   0.170688E+08   0.170688E+08  -0.384841E+00   0.865942E+07   0.865936E+07   0.249867E+01
   0.784933E-02   0.169409E+08   0.169342E+08  -0.804563E+04  -0.804821E+04   0.000000E+00   0.169398E+08   0.169398E+08   0.169398E+08  -0.381932E+00   0.859397E+07   0.859391E+07   0.255811E+01
   0.811538E-02   0.168084E+08   0.168014E+08  -0.746785E+04  -0.747024E+04   0.000000E+00   0.168072E+08   0.168072E+08   0.168072E+08  -0.378944E+00   0.852673E+07   0.852666E+07   0.261848E+01
   0.839045E-02   0.166724E+08   0.166649E+08  -0.692964E+04  -0.693186E+04   0.000000E+00   0.166711E+08   0.166711E+08   0.166711E+08  -0.375875E+00   0.845767E+07   0.845760E+07   0.267972E+01
   0.867485E-02   0.165327E+08   0.165247E+08  -0.642837E+04  -0.643043E+04   0.000000E+00   0.165314E+08   0.165314E+08   0.165313E+08  -0.372723E+00   0.838676E+07   0.838669E+07   0.274181E+01
   0.896888E-02   0.163893E+08   0.163809E+08  -0.596160E+04  -0.596351E+04   0.000000E+00   0.163879E+08   0.163879E+08   0.163879E+08  -0.369489E+00   0.831399E+07   0.831391E+07   0.280467E+01
   0.927288E-02   0.162422E+08   0.162332E+08  -0.552702E+04  -0.552880E+04   0.000000E+00   0.162407E+08   0.162407E+08   0.162407E+08  -0.366170E+00   0.823931E+07   0.823923E+07   0.286826E+01
   0.958719E-02   0.160913E+08   0.160818E+08  -0.512250E+04  -0.512414E+04   0.000000E+00   0.160897E+08   0.160897E+08   0.160897E+08  -0.362766E+00   0.816272E+07   0.816263E+07   0.293250E+01
   0.991215E-02   0.159366E+08   0.159265E+08  -0.474602E+04  -0.474754E+04   0.000000E+00   0.159349E+08   0.159349E+08   0.159349E+08  -0.359275E+00   0.808417E+07   0.808408E+07   0.299730E+01
   0.102481E-01   0.157780E+08   0.157672E+08  -0.439571E+04  -0.439712E+04   0.000000E+00   0.157762E+08   0.157762E+08   0.157762E+08  -0.355697E+00   0.800364E+07   0.800355E+07   0.306259E+01
   0.105955E-01   0.156154E+08   0.156040E+08  -0.406982E+04  -0.407112E+04   0.000000E+00   0.156135E+08   0.156135E+08   0.156135E+08  -0.352029E+00   0.792112E+07   0.792102E+07   0.312824E+01
   0.109546E-01   0.154489E+08   0.154368E+08  -0.376670E+04  -0.376791E+04   0.000000E+00   0.154468E+08   0.154468E+08   0.154468E+08  -0.348271E+00   0.783656E+07   0.783646E+07   0.319414E+01
   0.113259E-01   0.152783E+08   0.152655E+08  -0.348484E+04  -0.348595E+04   0.000000E+00   0.152761E+08   0.152761E+08   0.152761E+08  -0.344423E+00   0.774996E+07   0.774985E+07   0.326017E+01
   0.117098E-01   0.151037E+08   0.150901E+08  -0.322279E+04  -0.322382E+04   0.000000E+00   0.151014E+08   0.151014E+08   0.151014E+08  -0.340482E+00   0.766129E+07   0.766118E+07   0.332617E+01
   0.121067E-01   0.149249E+08   0.149105E+08  -0.297922E+04  -0.298018E+04   0.000000E+00   0.149224E+08   0.149224E+08   0.149224E+08  -0.336448E+00   0.757053E+07   0.757040E+07   0.339197E+01
   0.125171E-01   0.147419E+08   0.147268E+08  -0.275289E+04  -0.275378E+04   0.000000E+00   0.147394E+08   0.147394E+08   0.147394E+08  -0.332320E+00   0.747765E+07   0.747752E+07   0.345741E+01
   0.129414E-01   0.145548E+08   0.145388E+08  -0.254263E+04  -0.254345E+04   0.000000E+00   0.145521E+08   0.145521E+08   0.145521E+08  -0.328098E+00   0.738264E+07   0.738250E+07   0.352227E+01
   0.133800E-01   0.143634E+08   0.143465E+08  -0.234735E+04  -0.234810E+04   0.000000E+00   0.143606E+08   0.143606E+08   0.143606E+08  -0.323780E+00   0.728548E+07   0.728534E+07   0.358633E+01
   0.138335E-01   0.141678E+08   0.141500E+08  -0.216603E+04  -0.216672E+04   0.000000E+00   0.141648E+08   0.141648E+08   0.141648E+08  -0.319366E+00   0.718617E+07   0.718601E+07   0.364936E+01
   0.143024E-01   0.139680E+08   0.139491E+08  -0.199772E+04  -0.199836E+04   0.000000E+00   0.139648E+08   0.139648E+08   0.139648E+08  -0.314856E+00   0.708468E+07   0.708452E+07   0.371109E+01
   0.147872E-01   0.137638E+08   0.137439E+08  -0.184154E+04  -0.184213E+04   0.000000E+00   0.137604E+08   0.137604E+08   0.137604E+08  -0.310249E+00   0.698102E+07   0.698085E+07   0.377123E+01
   0.152884E-01   0.135554E+08   0.135344E+08  -0.169665E+04  -0.169720E+04   0.000000E+00   0.135518E+08   0.135518E+08   0.135518E+08  -0.305545E+00   0.687517E+07   0.687500E+07   0.382947E+01
   0.158066E-01   0.133426E+08   0.133206E+08  -0.156230E+04  -0.156280E+04   0.000000E+00   0.133389E+08   0.133389E+08   0.133389E+08  -0.300744E+00   0.676716E+07   0.676697E+07   0.388547E+01
   0.163424E-01   0.131256E+08   0.131025E+08  -0.143775E+04  -0.143821E+04   0.000000E+00   0.131217E+08   0.131217E+08   0.131217E+08  -0.295848E+00   0.665698E+07   0.665678E+07   0.393886E+01
   0.168963E-01   0.129044E+08   0.128801E+08  -0.132233E+04  -0.132275E+04   0.000000E+00   0.129003E+08   0.129003E+08   0.129003E+08  -0.290855E+00   0.654464E+07   0.654444E+07   0.398926E+01
   0.174690E-01   0.126790E+08   0.126534E+08  -0.121541E+04  -0.121580E+04   0.000000E+00   0.126747E+08   0.126747E+08   0.126747E+08  -0.285769E+00   0.643019E+07   0.642997E+07   0.403624E+01
   0.180611E-01   0.124495E+08   0.124227E+08  -0.111642E+04  -0.111678E+04   0.000000E+00   0.124449E+08   0.124449E+08   0.124449E+08  -0.280589E+00   0.631364E+07   0.631341E+07   0.407937E+01
   0.186733E-01   0.122159E+08   0.121878E+08  -0.102480E+04  -0.102513E+04   0.000000E+00   0.122111E+08   0.122111E+08   0.122111E+08  -0.275318E+00   0.619504E+07   0.619481E+07   0.411816E+01
   0.193062E-01   0.119784E+08   0.119491E+08  -0.940051E+03  -0.940352E+03   0.000000E+00   0.119734E+08   0.119734E+08   0.119734E+08  -0.269958E+00   0.607444E+07   0.607420E+07   0.415213E+01
   0.199606E-01   0.117371E+08   0.117065E+08  -0.861688E+03  -0.861965E+03   0.000000E+00   0.117319E+08   0.117319E+08   0.117319E+08  -0.264513E+00   0.595192E+07   0.595167E+07   0.418074E+01
   0.206372E-01   0.114922E+08   0.114602E+08  -0.789274E+03  -0.789527E+03   0.000000E+00   0.114868E+08   0.114868E+08   0.114868E+08  -0.258986E+00   0.582756E+07   0.582730E+07   0.420346E+01
   0.213367E-01   0.112439E+08   0.112105E+08  -0.722394E+03  -0.722626E+03   0.000000E+00   0.112382E+08   0.112382E+08   0.112382E+08  -0.253381E+00   0.570144E+07   0.570117E+07   0.421973E+01
   0.220599E-01   0.109923E+08   0.109576E+08  -0.660665E+03  -0.660877E+03   0.000000E+00   0.109864E+08   0.109864E+08   0.109864E+08  -0.247704E+00   0.557370E+07   0.557342E+07   0.422895E+01
   0.228076E-01   0.107378E+08   0.107017E+08  -0.603727E+03  -0.603921E+03   0.000000E+00   0.107316E+08   0.107316E+08   0.107316E+08  -0.241960E+00   0.544446E+07   0.544417E+07   0.423055E+01
   0.235807E-01   0.104806E+08   0.104432E+08  -0.551246E+03  -0.551423E+03   0.000000E+00   0.104742E+08   0.104742E+08   0.104742E+08  -0.236157E+00   0.531387E+07   0.531357E+07   0.422392E+01
   0.243800E-01   0.102211E+08   0.101825E+08  -0.502910E+03  -0.503071E+03   0.000000E+00   0.102145E+08   0.102145E+08   0.102145E+08  -0.230301E+00   0.518212E+07   0.518181E+07   0.420848E+01
   0.252063E-01   0.995968E+07   0.991982E+07  -0.458428E+03  -0.458575E+03   0.000000E+00   0.995291E+07   0.995291E+07   0.995291E+07  -0.224403E+00   0.504940E+07   0.504908E+07   0.418364E+01
   0.260607E-01   0.969681E+07   0.965575E+07  -0.417529E+03  -0.417663E+03   0.000000E+00   0.968984E+07   0.968984E+07   0.968984E+07  -0.218471E+00   0.491594E+07   0.491561E+07   0.414883E+01
   0.269440E-01   0.943297E+07   0.939078E+07  -0.379959E+03  -0.380081E+03   0.000000E+00   0.942580E+07   0.942580E+07   0.942580E+07  -0.212518E+00   0.478198E+07   0.478165E+07   0.410353E+01
   0.278573E-01   0.916869E+07   0.912546E+07  -0.345484E+03  -0.345594E+03   0.000000E+00   0.916135E+07   0.916135E+07   0.916135E+07  -0.206556E+00   0.464782E+07   0.464748E+07   0.404723E+01
   0.288015E-01   0.890459E+07   0.886040E+07  -0.313881E+03  -0.313981E+03   0.000000E+00   0.889709E+07   0.889709E+07   0.889709E+07  -0.200598E+00   0.451376E+07   0.451341E+07   0.397952E+01
   0.297777E-01   0.864132E+07   0.859629E+07  -0.284945E+03  -0.285036E+03   0.000000E+00   0.863367E+07   0.863367E+07   0.863367E+07  -0.194659E+00   0.438012E+07   0.437977E+07   0.390003E+01
   0.307871E-01   0.837957E+07   0.833384E+07  -0.258484E+03  -0.258567E+03   0.000000E+00   0.837180E+07   0.837180E+07   0.837180E+07  -0.188754E+00   0.424727E+07   0.424692E+07   0.380849E+01
   0.318306E-01   0.812012E+07   0.807382E+07  -0.234317E+03  -0.234393E+03   0.000000E+00   0.811225E+07   0.811225E+07   0.811225E+07  -0.182902E+00   0.411559E+07   0.411524E+07   0.370475E+01
   0.329095E-01   0.786374E+07   0.781706E+07  -0.212277E+03  -0.212345E+03   0.000000E+00   0.785581E+07   0.785581E+07   0.785581E+07  -0.177121E+00   0.398550E+07   0.398514E+07   0.358879E+01
   0.340250E-01   0.761128E+07   0.756438E+07  -0.192204E+03  -0.192266E+03   0.000000E+00   0.760331E+07   0.760331E+07   0.760331E+07  -0.171428E+00   0.385740E+07   0.385704E+07   0.346071E+01
   0.351782E-01   0.736358E+07   0.731668E+07  -0.173951E+03  -0.174007E+03   0.000000E+00   0.735561E+07   0.735561E+07   0.735561E+07  -0.165843E+00   0.373173E+07   0.373138E+07   0.332082E+01
   0.363706E-01   0.712132E+07   0.707463E+07  -0.157374E+03  -0.157425E+03   0.000000E+00   0.711339E+07   0.711339E+07   0.711339E+07  -0.160382E+00   0.360885E+07   0.360850E+07   0.316962E+01
   0.376034E-01   0.688387E+07   0.683762E+07  -0.142312E+03  -0.142358E+03   0.000000E+00   0.687602E+07   0.687602E+07   0.687602E+07  -0.155030E+00   0.348842E+07   0.348808E+07   0.300795E+01
   0.388780E-01   0.665357E+07   0.660800E+07  -0.128677E+03  -0.128718E+03   0.000000E+00   0.664583E+07   0.664583E+07   0.664583E+07  -0.149840E+00   0.337164E+07   0.337131E+07   0.283657E+01
   0.401957E-01   0.643140E+07   0.638675E+07  -0.116357E+03  -0.116394E+03   0.000000E+00   0.642382E+07   0.642382E+07   0.642382E+07  -0.144834E+00   0.325901E+07   0.325869E+07   0.265664E+01
   0.415582E-01   0.621820E+07   0.617472E+07  -0.105243E+03  -0.105277E+03   0.000000E+00   0.621082E+07   0.621082E+07   0.621082E+07  -0.140032E+00   0.315094E+07   0.315064E+07   0.246955E+01
   0.429668E-01   0.601462E+07   0.597256E+07  -0.952323E+02  -0.952629E+02   0.000000E+00   0.600748E+07   0.600748E+07   0.600748E+07  -0.135447E+00   0.304778E+07   0.304749E+07   0.227696E+01
   0.444232E-01   0.582106E+07   0.578066E+07  -0.862239E+02  -0.862516E+02   0.000000E+00   0.581420E+07   0.581420E+07   0.581420E+07  -0.131090E+00   0.294972E+07   0.294945E+07   0.208079E+01
   0.459289E-01   0.563763E+07   0.559912E+07  -0.781223E+02  -0.781474E+02   0.000000E+00   0.563109E+07   0.563109E+07   0.563109E+07  -0.126961E+00   0.285682E+07   0.285657E+07   0.188321E+01
   0.474857E-01   0.546415E+07   0.542772E+07  -0.708367E+02  -0.708594E+02   0.000000E+00   0.545796E+07   0.545796E+07   0.545796E+07  -0.123058E+00   0.276899E+07   0.276875E+07   0.168657E+01
   0.490952E-01   0.530018E+07   0.526601E+07  -0.642816E+02  -0.643023E+02   0.000000E+00   0.529438E+07   0.529438E+07   0.529438E+07  -0.119369E+00   0.268600E+07   0.268578E+07   0.149341E+01
   0.507593E-01   0.514508E+07   0.511330E+07  -0.583784E+02  -0.583971E+02   0.000000E+00   0.513968E+07   0.513968E+07   0.513968E+07  -0.115882E+00   0.260751E+07   0.260731E+07   0.130639E+01
   0.524798E-01   0.499803E+07   0.496873E+07  -0.530549E+02  -0.530719E+02   0.000000E+00   0.499305E+07   0.499305E+07   0.499305E+07  -0.112576E+00   0.253312E+07   0.253294E+07   0.112816E+01
   0.542586E-01   0.485871E+07   0.483193E+07  -0.482521E+02  -0.482676E+02   0.000000E+00   0.485416E+07   0.485416E+07   0.485416E+07  -0.109444E+00   0.246265E+07   0.246250E+07   0.961424E+00
   0.560977E-01   0.472603E+07   0.470175E+07  -0.439100E+02  -0.439241E+02   0.000000E+00   0.472191E+07   0.472191E+07   0.472191E+07  -0.106462E+00   0.239556E+07   0.239542E+07   0.808643E+00
   0.579991E-01   0.459844E+07   0.457656E+07  -0.399713E+02  -0.399841E+02   0.000000E+00   0.459472E+07   0.459472E+07   0.459472E+07  -0.103595E+00   0.233103E+07   0.233091E+07   0.672069E+00
   0.607329E-01   0.443290E+07   0.441409E+07  -0.351442E+02  -0.351555E+02   0.000000E+00   0.442971E+07   0.442971E+07   0.442971E+07  -0.998742E-01   0.224731E+07   0.224722E+07   0.513109E+00
   0.634666E-01   0.427354E+07   0.425724E+07  -0.310269E+02  -0.310368E+02   0.000000E+00   0.427077E+07   0.427077E+07   0.427077E+07  -0.962907E-01   0.216667E+07   0.216660E+07   0.396961E+00
   0.662004E-01   0.411985E+07   0.410545E+07  -0.274931E+02  -0.275019E+02   0.000000E+00   0.411741E+07   0.411741E+07   0.411741E+07  -0.928329E-01   0.208887E+07   0.208880E+07   0.319421E+00
   0.689342E-01   0.396857E+07   0.395543E+07  -0.244253E+02  -0.244331E+02   0.000000E+00   0.396634E+07   0.396634E+07   0.396634E+07  -0.894268E-01   0.201222E+07   0.201217E+07   0.275233E+00
   0.716679E-01   0.381759E+07   0.380513E+07  -0.217379E+02  -0.217449E+02   0.000000E+00   0.381547E+07   0.381547E+07   0.381547E+07  -0.860253E-01   0.193569E+07   0.193563E+07   0.258257E+00
   0.744017E-01   0.366605E+07   0.365376E+07  -0.193690E+02  -0.193752E+02   0.000000E+00   0.366396E+07   0.366396E+07   0.366396E+07  -0.826093E-01   0.185882E+07   0.185876E+07   0.261933E+00
   0.771355E-01   0.351422E+07   0.350167E+07  -0.172735E+02  -0.172791E+02   0.000000E+00   0.351209E+07   0.351209E+07   0.351209E+07  -0.791851E-01   0.178177E+07   0.178171E+07   0.279694E+00
   0.798692E-01   0.336320E+07   0.335009E+07  -0.154182E+02  -0.154232E+02   0.000000E+00   0.336098E+07   0.336098E+07   0.336098E+07  -0.757781E-01   0.170511E+07   0.170504E+07   0.305376E+00
   0.826030E-01   0.321465E+07   0.320079E+07  -0.137770E+02  -0.137815E+02   0.000000E+00   0.321230E+07   0.321230E+07   0.321230E+07  -0.724258E-01   0.162969E+07   0.162960E+07   0.333514E+00
   0.853368E-01   0.307042E+07   0.305575E+07  -0.123285E+02  -0.123325E+02   0.000000E+00   0.306793E+07   0.306793E+07   0.306793E+07  -0.691710E-01   0.155645E+07   0.155636E+07   0.359573E+00
   0.880705E-01   0.293240E+07   0.291697E+07  -0.110539E+02  -0.110574E+02   0.000000E+00   0.292978E+07   0.292978E+07   0.292978E+07  -0.660561E-01   0.148636E+07   0.148626E+07   0.380079E+00
   0.908043E-01   0.280230E+07   0.278627E+07  -0.993633E+01  -0.993952E+01   0.000000E+00   0.279958E+07   0.279958E+07   0.279958E+07  -0.631206E-01   0.142031E+07   0.142020E+07   0.392664E+00
   0.935380E-01   0.268160E+07   0.266516E+07  -0.896013E+01  -0.896300E+01   0.000000E+00   0.267881E+07   0.267881E+07   0.267881E+07  -0.603975E-01   0.135904E+07   0.135893E+07   0.396036E+00
   0.962718E-01   0.257135E+07   0.255479E+07  -0.811035E+01  -0.811296E+01   0.000000E+00   0.256854E+07   0.256854E+07   0.256854E+07  -0.579114E-01   0.130310E+07   0.130298E+07   0.389884E+00
   0.990056E-01   0.247215E+07   0.245574E+07  -0.737259E+01  -0.737495E+01   0.000000E+00   0.246937E+07   0.246937E+07   0.246937E+07  -0.556754E-01   0.125279E+07   0.125267E+07   0.374744E+00
   0.101739E+00   0.238405E+07   0.236806E+07  -0.673280E+01  -0.673496E+01   0.000000E+00   0.238133E+07   0.238133E+07   0.238133E+07  -0.536905E-01   0.120812E+07   0.120802E+07   0.351826E+00
   0.104473E+00   0.230654E+07   0.229124E+07  -0.617753E+01  -0.617951E+01   0.000000E+00   0.230394E+07   0.230394E+07   0.230394E+07  -0.519457E-01   0.116886E+07   0.116876E+07   0.322824E+00
   0.107207E+00   0.223871E+07   0.222430E+07  -0.569413E+01  -0.569595E+01   0.000000E+00   0.223626E+07   0.223626E+07   0.223626E+07  -0.504197E-01   0.113452E+07   0.113443E+07   0.289721E+00
   0.109941E+00   0.217932E+07   0.216595E+07  -0.527107E+01  -0.527276E+01   0.000000E+00   0.217705E+07   0.217705E+07   0.217705E+07  -0.490848E-01   0.110448E+07   0.110440E+07   0.254603E+00
   0.112674E+00   0.212694E+07   0.211470E+07  -0.489805E+01  -0.489962E+01   0.000000E+00   0.212486E+07   0.212486E+07   0.212486E+07  -0.479081E-01   0.107801E+07   0.107793E+07   0.219481E+00
   0.115408E+00   0.208002E+07   0.206892E+07  -0.456603E+01  -0.456750E+01   0.000000E+00   0.207814E+07   0.207814E+07   0.207814E+07  -0.468546E-01   0.105430E+07   0.105423E+07   0.186162E+00
   0.118142E+00   0.203692E+07   0.202692E+07  -0.426715E+01  -0.426852E+01   0.000000E+00   0.203523E+07   0.203523E+07   0.203523E+07  -0.458871E-01   0.103253E+07   0.103247E+07   0.156136E+00
   0.120876E+00   0.199601E+07   0.198701E+07  -0.399468E+01  -0.399596E+01   0.000000E+00   0.199448E+07   0.199448E+07   0.199448E+07  -0.449685E-01   0.101186E+07   0.101181E+07   0.130515E+00
   0.123609E+00   0.195574E+07   0.194759E+07  -0.374306E+01  -0.374426E+01   0.000000E+00   0.195436E+07   0.195436E+07   0.195436E+07  -0.440638E-01   0.991497E+06   0.991457E+06   0.109992E+00
   0.126343E+00   0.191481E+07   0.190733E+07  -0.350798E+01  -0.350910E+01   0.000000E+00   0.191354E+07   0.191354E+07   0.191354E+07  -0.431434E-01   0.970787E+06   0.970751E+06   0.948495E-01
   0.129077E+00   0.187229E+07   0.186530E+07  -0.328641E+01  -0.328747E+01   0.000000E+00   0.187110E+07   0.187110E+07   0.187110E+07  -0.421866E-01   0.949257E+06   0.949224E+06   0.849834E-01
   0.131811E+00   0.182773E+07   0.182104E+07  -0.307655E+01  -0.307753E+01   0.000000E+00   0.182660E+07   0.182660E+07   0.182660E+07  -0.411833E-01   0.926680E+06   0.926649E+06   0.799564E-01
   0.134545E+00   0.178117E+07   0.177459E+07  -0.287756E+01  -0.287848E+01   0.000000E+00   0.178005E+07   0.178005E+07   0.178005E+07  -0.401338E-01   0.903066E+06   0.903035E+06   0.790684E-01
   0.137278E+00   0.173296E+07   0.172635E+07  -0.268924E+01  -0.269010E+01   0.000000E+00   0.173184E+07   0.173184E+07   0.173184E+07  -0.390469E-01   0.878609E+06   0.878575E+06   0.814382E-01
   0.140012E+00   0.168371E+07   0.167694E+07  -0.251170E+01  -0.251250E+01   0.000000E+00   0.168256E+07   0.168256E+07   0.168256E+07  -0.379358E-01   0.853609E+06   0.853573E+06   0.860876E-01
   0.142746E+00   0.163408E+07   0.162706E+07  -0.234509E+01  -0.234584E+01   0.000000E+00   0.163289E+07   0.163289E+07   0.163289E+07  -0.368158E-01   0.828408E+06   0.828368E+06   0.920221E-01
   0.145480E+00   0.158473E+07   0.157742E+07  -0.218949E+01  -0.219019E+01   0.000000E+00   0.158349E+07   0.158349E+07   0.158349E+07  -0.357020E-01   0.803346E+06   0.803303E+06   0.983024E-01
   0.148213E+00   0.153630E+07   0.152870E+07  -0.204491E+01  -0.204556E+01   0.000000E+00   0.153501E+07   0.153501E+07   0.153501E+07  -0.346090E-01   0.778755E+06   0.778708E+06   0.104101E+00
   0.150947E+00   0.148945E+07   0.148158E+07  -0.191129E+01  -0.191191E+01   0.000000E+00   0.148812E+07   0.148812E+07   0.148812E+07  -0.335517E-01   0.754964E+06   0.754915E+06   0.108746E+00
   0.153681E+00   0.144482E+07   0.143675E+07  -0.178857E+01  -0.178914E+01   0.000000E+00   0.144345E+07   0.144345E+07   0.144345E+07  -0.325447E-01   0.732306E+06   0.732254E+06   0.111743E+00
